Ente,Unidade,Ano,Mes,Modalidade,Tipo,ProcessoLicitatorio,NumeroEdital,PublicacaoOficial,DataPublicacaoOficial,DataHomologacao,DataPublicacaoEdital,Objeto,Parecer,ValorEstimado,AdiadoSineDie,OrcamentoSigiloso,PercentualRecursosUniao
MACAE,PREFEITURA MACAE,2023,3,TOMADA DE PREÇOS,MENOR PREÇO GLOBAL,304729,TP S001/2023,DOU,2023-03-31,2023-05-12,2023-03-15,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS DE ENGENHARIA, VISANDO A EXECUÇÃO DAS OBRAS DE UMA PONTE EM ESTRUTURA METÁLICA, NA LOCALIDADE DO SANA, NO MUNICIPIO DE MACAÉ-RJ, COM FORNECIMENTO DE MA",None,2086061.58,NÃO,NÃO,
MACAE,PREFEITURA MACAE,2023,5,CONCORRÊNCIA (LEI 8.666/93),MENOR PREÇO GLOBAL,317968,CP S004/2023,DOU,2023-05-23,2023-07-12,2023-03-16,"CONSTRUÇÃO DE QUADRA COBERTA, VESTIÁRIO, ACADEMIA E COMPLEMENTAÇÃO DAS INSTALAÇÕES DO GINÁSIO POLIESPORTIVO DE MACAÉ, LOCALIZADO À AVENIDA EVALDO COSTA S/NO - BAIRRO SOL Y MAR, COM FORNECIMENTO DE MAT",None,13472430.56,NÃO,NÃO,
MACAE,PREFEITURA MACAE,2023,4,CONCORRÊNCIA (LEI 8.666/93),MENOR PREÇO GLOBAL,307665,CP S006/2023,DOU,2023-04-24,2023-05-24,2023-03-16,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA CONSTRUÇÃO DE PARQUE NA PRAIA CAMPISTA, LOCALIZADO À AVENIDA ATLÂNTICA, BAIRRO PRAIA CAMPISTA, MACAÉ/RJ, COM FORNECIMENTO DE MÃO DE OBRA, MATERIAIS E EQUIPAME",None,1016206.9,NÃO,NÃO,
MACAE,FUNDO MUN SAÚDE MACAÉ,2023,4,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,303592,PE F057/2023,DOU,2023-04-11,2023-04-13,2023-03-15,"AQUISIÇÃO DE INSUMOS HOSPITALARES DO TIPO CATETER, TELA CIRÚRGICA E FIO GUIA, VISANDO ATENDER AS NECESSIDADES DO HPM/HPMIH E HPMS, VINCULADOS A SECRETARIA MUNICIPAL DE SAÚDE DE ALTA E MÉDIA COMPLEXIDA",None,1099795.54,NÃO,NÃO,50.0
MACAE,FUNDO MUN SAÚDE MACAÉ,2023,4,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,304307,PE F061/2023,DOU,2023-04-13,2023-05-04,2023-03-15,"AQUISIÇÃO DE INSUMOS PARA REALIZAÇÃO DOS EXAMES DE ELETROCARDIOGRAMA, VISANDO ATENDER AS NECESSIDADES DA SECRETARIA MUNICIPAL DE SAÚDE.",None,511479.03,NÃO,NÃO,50.0
MACAE,FUNDO MUN SAÚDE MACAÉ,2023,4,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,305566,PE F062/2023,DOE,2023-04-10,2023-06-15,2023-03-15,"AQUISIÇÃO DE MATERIAIS DE CONSUMO DO TIPO BOLSAS E ADJUVANTES PARA ESTOMIA, VISANDO ATENDER AS NECESSIDADES DO POLO DE OSTOMIZADOS, HPM E HPMS.",None,2095669.68,NÃO,NÃO,50.0
MACAE,FUNDO MUN SAÚDE MACAÉ,2023,4,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,303389,RGP PE F059/2023,DOM - PUBLICAÇÕES,2023-04-03,2023-04-14,2023-03-15,"AQUISIÇÃO DE MATERIAL MÉDICO HOSPITALAR DO TIPO AGULHA ANESTÉSICA, CONFORME CONDIÇÕES, QUANTIDADES E EXIGÊNCIAS ESTABELECIDAS NESTE TERMO DE REFERÊNCIA, PARA ATENDER ÀS NECESSIDADES DA SECRETARIA MUNI",None,14132.86,NÃO,NÃO,20.0
MACAE,FUNDO MUN TRÂNSITO E TRANSPORTE MACAÉ,2023,3,PREGÃO ELETRÔNICO,MENOR PREÇO GLOBAL,303299,PE 029/2023,JORNAL DE GRANDE CIRCULAÇÃO LOCAL – O DIA,2023-03-28,2023-04-10,2023-03-14,SERVIÇOS DE LOCAÇÃO DE EQUIPAMENTOS E SISTEMA DIGITAL DE RADIOCOMUNICAÇÃO OPERANDO EM ARQUITETURA MULTISSÍTIO DMR PARA ATENDER AS NECESSIDADES DA SECRETARIA MUNICIPAL DE MOBILIDADE URBANA NAS COMUNICA,None,728352.0,NÃO,NÃO,
MACAE,FUNDO MUN SAÚDE MACAÉ,2023,4,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,300811,RGP PE F060/2023,PORTAL DA TRANSPARÊNCIA DO MUNICÍPIO DE MACAÉ,2023-04-04,2023-04-04,2023-03-15,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A PRESTAÇÃO DE EXAME LABORATORIAL DO TIPO CARIÓTIPO BANDA G E PESQUISA X FRÁGIL, VISANDO ATENDER AOS PACIENTES INTERNADOS DO HOSPITAL PÚBLICO MUNICIPAL DR. FE",None,27311.0,NÃO,NÃO,
MACAE,FUNDO MUN DEFESA DIREITOS DIFUSOS MACAÉ,2023,3,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,309767,PE SRP 027/2023,DIÁRIO OFICIAL DO MUNICÍPIO DE MACAÉ,2023-03-24,2023-08-25,2023-03-09,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA FORNECIMENTO DE UNIFORMES, CONFORME ESPECIFICAÇÕES, CONDIÇÕES, QUANTIDADES E EXIGÊNCIAS ESTABELECIDAS NESTE TERMO DE REFERÊNCIA, PARA ATENDER AS NECESSIDADES",None,28841.12,NÃO,NÃO,
MACAE,FUNDO MUN SAÚDE MACAÉ,2023,4,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,300810,PE F 058/2022,PORTAL DA TRANSPARÊNCIA DO MUNICÍPIO DE MACAÉ,2023-04-03,2023-04-13,2023-03-14,"AQUISIÇÃO DE CATETER COM REVESTIMENTO HIDROFÍLICO LUBRIFICADO, EM CARÁTER DE URGÊNCIA, VISANDO ATENDER DEMANDA JUDICIAL.",None,47721.6,NÃO,NÃO,
MACAE,FUNDO MUN SAÚDE MACAÉ,2023,3,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,303353,PE F 054/2023,DIÁRIO OFICIAL DA UNIÃO – DOU,2023-03-29,2023-04-18,2023-03-09,"AQUISIÇÃO DE EQUIPAMENTOS PERMANENTES, COMPRESSOR ODONTOLÓGICO.",None,35899.5,NÃO,NÃO,50.0
MACAE,FUNDO MUN SAÚDE MACAÉ,2023,3,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,300176,PE F 055/2023,PORTAL DA TRANSPARÊNCIA DO MUNICÍPIO DE MACAÉ,2023-03-30,2023-04-27,2023-03-09,"AQUISIÇÃO DE EQUIPAMENTOS E MATERIAIS PARA ATENDER AS NECESSIDADES DA DIVISÃO ESPECIAL DE FISIOTERAPIA E REABILITAÇÃO, VINCULADO À SECRETARIA MUNICIPAL ADJUNTA DE ATENÇÃO BÁSICA - SEMUSA.",None,55080.08,NÃO,NÃO,
MACAE,FUNDO MUN SAÚDE MACAÉ,2023,3,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,303379,RGP PE F056/2023,PORTAL DA TRANSPARÊNCIA DO MUNICÍPIO DE MACAÉ,2023-03-30,2023-04-12,2023-03-10,AQUISIÇÃO DE MATERIAL DE CONSUMO PARA SUPRIR AS NECESSIDADES DE ESTOQUE E CONSUMO DA COORDENADORIA ESPECIAL DE ODONTOLOGIA.,None,531832.97,NÃO,NÃO,50.0
MACAE,FUNDO MUN TRÂNSITO E TRANSPORTE MACAÉ,2023,3,PREGÃO ELETRÔNICO,MENOR PREÇO GLOBAL,304506,PE 026/2023,DIÁRIO OFICIAL DO MUNICÍPIO DE MACAÉ,2023-03-23,2023-04-11,2023-03-08,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM PRESTAÇÃO DE SERVIÇOS DE LOCAÇÃO DE EQUIPAMENTOS PORTÁTEIS E SOLUÇÕES TECNOLÓGICAS PARA FISCALIZAÇÃO E GERENCIAMENTO DE TRÂNSITO E TRANSPORTE, VISANDO ATENDER A",None,1680073.44,NÃO,NÃO,
MACAE,FUNDO MUN SAÚDE MACAÉ,2023,4,PREGÃO ELETRÔNICO,MENOR PREÇO GLOBAL,305412,PE F047/2023,DOU,2023-04-03,2023-05-29,2023-03-08,"PRESTAÇÃO DE SERVIÇOS DIVERSOS DE OFTALMOLOGIA, VISANDO ATENDER AS NECESSIDADES DA COORDENAÇÃO DE CONTROLE AVALIAÇÃO E AUDITORIA - SEMUSA.",None,7682585.52,NÃO,NÃO,
MACAE,FUNDO MUN SAÚDE MACAÉ,2023,4,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,300175,RGP PE F046/2023,JORNAL DE GRANDE CIRCULAÇÃO - EXTRA (GRUPO O GLOBO,2023-04-13,2023-05-18,2023-03-08,AQUISIÇÃO DE MATERIAIS DE EXPEDIENTE.,None,4314399.2,NÃO,NÃO,
MACAE,PREFEITURA MACAE,2023,3,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,311336,PE SRP 024/2023,DIÁRIO OFICIAL DO MUNICÍPIO DE MACAÉ,2023-03-21,2023-03-22,2023-03-07,"AQUISIÇÃO DE PAPEL PARA IMPRESSÃO (FORMATO A4), PARA ATENDER AS NECESSIDADES DA SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO – SEMAD.",None,827700.0,NÃO,NÃO,
MACAE,FUNDO MUN SAÚDE MACAÉ,2023,3,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,300030,RGP PE F052/2023,DOM - PUBLICAÇÕES,2023-03-27,2023-03-29,2023-03-08,"AQUISIÇÃO DE INSUMOS HOSPITALARES DO TIPO REANIMADOR MANUAL E FILTRO TERAPIA RESPIRATÓRIA, VISANDO ATENDER AS NECESSIDADES DA SECRETARIA MUNICIPAL DE SAÚDE.",None,166220.16,NÃO,NÃO,30.0
MACAE,FUNDO MUN SAÚDE MACAÉ,2023,3,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,301963,RGP PE F053/2023,PORTAL DA TRANSPARÊNCIA DO MUNICÍPIO DE MACAÉ,2023-03-28,2023-04-11,2023-03-08,"AQUISIÇÃO DE MATERIAIS DE CONSUMO DO TIPO PAPEL PARA EQUIPAMENTO DE CARDIOTOCOGRAFIA, VISANDO ATENDER AS NECESSIDADES DO NÚCLEO DE ATENÇÃO À SAÚDE DA MULHER E HOSPITAL PÚBLICO MUNICIPAL – HPM.",None,8087.31,NÃO,NÃO,
MACAE,PREFEITURA MACAE,2023,3,PREGÃO ELETRÔNICO,MENOR PREÇO GLOBAL,305418,PE 025/2023 SRP,JORNAL DE GRANDE CIRCULAÇÃO ESTADUAL (JORNAL EXTRA,2023-03-22,2023-05-22,2023-03-07,"PRESTAÇÃO DE SERVIÇOS DE OUTSOURCING DE IMPRESSÃO NO MODELO FRANQUIA DE PÁGINAS MAIS EXCEDENTE, SEM FORNECIMENTO DE PAPEL, INCLUINDO EQUIPAMENTOS, INSTALAÇÃO, SUPORTE TÉCNICO, MANUTENÇÃO ON-SITE COM F",None,4593360.0,NÃO,NÃO,
MACAE,PREFEITURA MACAE,2023,3,PREGÃO ELETRÔNICO,MENOR PREÇO P/LOTE,303561,PE S023/2023,SITE DA PREFEITURA,2023-03-23,2023-04-19,2023-03-07,"AQUISIÇÃO DE UNIFORMES PARA OS SERVIDORES NO EXERCÍCIO REGULAR DE SUAS ATIVIDADES, PARA ATENDER ÀS NECESSIDADES DA SECRETARIA MUNICIPAL ADJUNTA DE SERVIÇOS PÚBLICOS.",None,132276.0,NÃO,NÃO,
MACAE,FUNDO MUN SAÚDE MACAÉ,2023,3,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,299972,PE F 051/2023,DIÁRIO OFICIAL DO ESTADO DO RIO DE JANEIRO – DOERJ,2023-03-23,2023-03-24,2023-03-06,AQUISIÇÃO DE MATERIAL KIT PARA INSERÇÃO DO DIU.,None,25248.0,NÃO,NÃO,
MACAE,PREFEITURA MACAE,2023,3,PREGÃO ELETRÔNICO,MENOR PREÇO P/LOTE,310353,PE SRP 021/2023,DIÁRIO OFICIAL DO MUNICÍPIO DE MACAÉ,2023-03-15,2023-07-05,2023-03-01,"AQUISIÇÃO DE BANDEIRAS OFICIAIS, MASTROS, BASES E OUTROS MATERIAIS CORRELATOS, PELO SISTEMA DE REGISTRO DE PREÇOS, PARA ATENDER ÀS NECESSIDADES DA SECRETARIA MUNICIPAL ADJUNTA DE CERIMONIAL.",None,547614.32,NÃO,NÃO,
MACAE,FUNDO MUN SAÚDE MACAÉ,2023,3,PREGÃO ELETRÔNICO,MENOR PREÇO P/LOTE,301248,PE F050/2023,DOE,2023-03-14,2023-03-20,2023-03-02,"AQUISIÇÃO DE SERINGAS PERFUSORAS COM FORNECIMENTO DAS BOMBAS DE INFUSÃO DE SERINGA EM REGIME DE “COMODATO”, VISANDO ATENDER AS NECESSIDADES DA SECRETARIA MUNICIPAL ADJUNTA DE ALTA E MÉDIA COMPLEXIDADE",None,1376264.1,NÃO,NÃO,50.0
MACAE,FUNDO MUN SAÚDE MACAÉ,2023,3,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,301249,PE F045/2023,DOU,2023-03-10,2023-03-16,2023-02-27,"AQUISIÇÃO DE REAGENTES PARA DIAGNÓSTICO DE DENGUE, ZIKA E CHIKUNGUNYA, VISANDO ATENDER AS NECESSIDADES DA SECRETARIA MUNICIPAL ADJUNTA DE ALTA E MÉDIA COMPLEXIDADE - SEMUSA.",None,786628.05,NÃO,NÃO,50.0
MACAE,PREFEITURA MACAE,2023,4,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,302143,PE S022/2023,DOU,2023-04-11,2023-04-17,2023-03-01,"AQUISIÇÃO DE EMPILHADEIRA, VISANDO ATENDER AS NECESSIDADES DA SECRETARIA MUNICIPAL ADJUNTA DE SERVIÇOS PÚBLICOS.",None,219000.0,NÃO,NÃO,
MACAE,CAMARA MACAE,2023,3,CONCORRÊNCIA (LEI 8.666/93),MENOR PREÇO GLOBAL,304286,CP 001/2023,DIÁRIO OFICIAL DO MUNICÍPIO (WWW.MACAE.RJ.GOV.BR),2023-03-29,2023-05-05,2023-02-25,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA EXECUÇÃO DE REFORMA COM RECONSTRUÇÃO, REDIMENSIONAMENTO, MODERNIZAÇÃO PARA MELHOR FUNCIONAMENTO DAS REDES, SISTEMAS E CIRCUITOS DAS INSTALAÇÕES ELÉTRICAS E ESPE",None,2258554.95,NÃO,NÃO,
MACAE,FUNDO MUN SAÚDE MACAÉ,2023,3,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,299968,RGP PE F044/2023,DIÁRIO OFICIAL DA UNIÃO – DOU,2023-03-20,2023-03-24,2023-02-28,"AQUISIÇÃO DE MATERIAIS DE CONSUMO DO TIPO REVELADOR, FIXADOR E FILMES PARA RAIO-X.",None,777418.63,NÃO,NÃO,25.0
MACAE,PREFEITURA MACAE,2023,3,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,306347,PE S018/2023,DOU,2023-03-16,2023-06-27,2023-02-27,"AQUISIÇÃO DE TÁBUAS DE MADEIRA DE DIVERSOS TAMANHOS E ESPÉCIES, PORTAS, FECHADURAS, DOBRADIÇAS E ALISAR PARA MANUTENÇÃO DOS LOGRADOUROS PÚBLICOS E ATIVIDADES CONEXAS, PARA ATENDER ÀS NECESSIDADES DA S",None,5003512.5,NÃO,NÃO,
MACAE,PREFEITURA MACAE,2023,3,PREGÃO ELETRÔNICO,MENOR PREÇO GLOBAL,306002,PE S019/2023,DOU,2023-03-13,2023-03-14,2023-02-27,"PRESTAÇÃO DE SERVIÇOS TÉCNICOS DE CONSULTORIA PARA O DESENVOLVIMENTO DOS ESTUDOS QUE SUBSIDIARÃO A ESCOLHA DO MODELO IDEAL DE GESTÃO DOS RESÍDUOS SÓLIDOS NO MUNICÍPIO DE MACAÉ/RJ.820.000,00",None,820000.0,NÃO,NÃO,
MACAE,CAMARA MACAE,2023,3,PREGÃO PRESENCIAL,MENOR PREÇO GLOBAL,313960,PP 004/2023,DIÁRIO OFICIAL DO MUNICÍPIO (WWW.MACAE.RJ.GOV.BR),2023-03-06,2023-12-22,2023-02-18,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA FORNECIMENTO DE CENOGRAFIA, COM CONFECÇÃO DAS PEÇAS, MONTAGEM E DESMONTAGEM DA EXPOSIÇÃO TEMPORÁRIA DE LONGA DURAÇÃO A CASA E O TEMPO - 193 ANOS DE HISTÓRIAS,",None,531200.0,NÃO,NÃO,
MACAE,FUNDO MUN SAÚDE MACAÉ,2023,3,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,301371,RGP PE F043/2023,PORTAL DA TRANSPARÊNCIA DO MUNICÍPIO DE MACAÉ,2023-03-16,2023-03-17,2023-02-24,"AQUISIÇÃO DE MATERIAL GRÁFICO CONFECCIONADO, VISANDO ATENDER AS NECESSIDADES DA GERÊNCIA DE VIGILÂNCIA EM SAÚDE, VINCULADA À SECRETARIA MUNICIPAL ADJUNTA DE ATENÇÃO BÁSICA – SEMUSA.",None,113893.44,NÃO,NÃO,
MACAE,PREFEITURA MACAE,2023,3,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,300675,PE SRP 17/2023,DIÁRIO OFICIAL DA UNIÃO,2023-03-10,2023-03-13,2023-02-24,"CONTRATAÇÃO DE EMPRESA PARA SERVIÇOS DE ADMINISTRAÇÃO, GERENCIAMENTO, EMISSÃO E FORNECIMENTO DE CARTÕES MAGNÉTICOS PARA EXECUÇÃO DO PROGRAMA AUXÍLIO MATERIAL E UNIFORME ESCOLAR.",None,45241080.0,NÃO,NÃO,
MACAE,FUNDO MUN SAÚDE MACAÉ,2023,3,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,301374,PE F042/2023,DOU,2023-03-10,2023-03-16,2023-02-17,"AQUISIÇÃO DE INSUMOS DE HOSPITALARES DO TIPO ATADURA E ALGODÃO, VISANDO ATENDER AS NECESSIDADES DA SECRETARIA MUNICIPAL DE SAÚDE.",None,6947085.39,NÃO,NÃO,50.0
MACAE,FUNDO MUN SAÚDE MACAÉ,2023,3,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,299412,RGP PE F040/2023,DOM - PUBLICAÇÕES,2023-03-14,2023-03-16,2023-02-17,"AQUISIÇÃO DE MEDICAMENTOS, CONFORME CONDIÇÕES, QUANTIDADES E EXIGÊNCIAS ESTABELECIDAS NESTE TERMO DE REFERÊNCIA, PARA ATENDER À MANDADOS JUDICIAIS RECEBIDOS POR ESTA SECRETARIA – SEMUSA",None,12004.89,NÃO,NÃO,30.0
MACAE,FUNDO MUN SAÚDE MACAÉ,2023,3,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,299954,PE F 041/2023,PORTAL DA TRANSPARÊNCIA DO MUNICÍPIO DE MACAÉ,2023-03-15,2023-03-16,2023-02-17,"AQUISIÇÃO DE APARELHOS E EQUIPAMENTOS PARA ESPORTE E DIVERSÃO, PARA ATENDER AS NECESSIDADES DA SECRETARIA MUNICIPAL ADJUNTA DE ATENÇÃO BÁSICA – SEMUSA.",None,23466.16,NÃO,NÃO,
MACAE,PREFEITURA MACAE,2023,4,PREGÃO ELETRÔNICO,MENOR PREÇO P/LOTE,312554,PE 015/2023,DIÁRIO OFICIAL DA UNIÃO,2023-04-19,2023-06-07,2023-02-15,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS DE LIMPEZA EM AMBIENTE ESCOLAR, PARA ATENDER AOS PRÉDIOS DAS UNIDADES ESCOLARES DE ENSINO FUNDAMENTAL, MÉDIO, CEMEAS E COORDENADORIA DE LO",None,12087684.96,NÃO,NÃO,
MACAE,PREFEITURA MACAE,2023,3,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,300362,PE SRP 014/2023,JORNAL DE GRANDE CIRCULAÇÃO LOCAL – O DIA,2023-03-03,2023-03-03,2023-02-14,SERVIÇOS BOMBEIRO CIVIL NA FUNÇÃO DE BRIGADISTA PARA OS EVENTOS QUE COMPÕE O PLANEJAMENTO DA SECRETARIA MUNICIPAL ADJUNTA DE TURISMO NO MUNICÍPIO DE MACAÉ,None,117215.0,NÃO,NÃO,
MACAE,FUNDO MUN SAÚDE MACAÉ,2023,3,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,299269,PE F033/2023,DOM - PUBLICAÇÕES,2023-03-03,2023-04-11,2023-02-15,"AQUISIÇÃO DE EQUIPAMENTOS DO TIPO APARELHO DE ULTRASSONOGRAFIA E EQUIPAMENTO DE LASER TERAPÊUTICO, PARA ATENDER AS NECESSIDADES DO POLO DE PREVENÇÃO E TRATAMENTO DAS LESÕES CUTÂNEAS – CASA DO CURATIVO",None,179036.54,NÃO,NÃO,
MACAE,FUNDO MUN SAÚDE MACAÉ,2023,3,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,299342,RGP PE F039/2023,DOM - PUBLICAÇÕES,2023-03-13,2023-03-13,2023-02-16,"AQUISIÇÃO DE LUVAS DE PROCEDIMENTO CIRÚRGICAS E NÃO CIRÚRGICAS, VISANDO ATENDER AS NECESSIDADES DA SECRETARIA MUNICIPAL DE SAÚDE – SEMUSA.",None,5467.36,NÃO,NÃO,20.0
MACAE,FUNDO MUN SAÚDE MACAÉ,2023,3,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,299341,RGP PE F035/2023,DOM - PUBLICAÇÕES,2023-03-06,2023-03-28,2023-02-15,"SERVIÇOS DE LOCAÇÃO DE VEÍCULOS AUTOMOTORES INCLUINDO MANUTENÇÃO PREVENTIVA E CORRETIVA, SEGURO TOTAL SEM FRANQUIA, LICENCIAMENTO ANUAL COM IPVA E DEMAIS TRIBUTOS E CUSTOS QUITADOS, SEM MOTORISTA E SE",None,4222188.6,NÃO,NÃO,20.0
MACAE,FUNDO MUN SAÚDE MACAÉ,2023,3,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,299343,RGP PE F036/2023,DOM - PUBLICAÇÕES,2023-03-07,2023-03-09,2023-02-16,"AQUISIÇÃO DE MATERIAIS DE CONSUMO DO TIPO FIO ORTOPÉDICO IMPLANTÁVEL E FIXADORES EXTERNOS DE FÊMUR /TÍBIA /RÁDIO, VISANDO ATENDER AS NECESSIDADES DO SETOR DE POLITRAUMA DO HPM – SEMUSA.",None,205055.8,NÃO,NÃO,2.0
MACAE,FUNDO MUN SAÚDE MACAÉ,2023,3,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,299350,RGP PE F038/2023,DOM - PUBLICAÇÕES,2023-03-09,2023-03-10,2023-02-16,"AQUISIÇÃO DE MEDICAMENTO DE ALTO CUSTO (LAROTRECTINIBE), EM FAVOR DE GABRIEL DO NASCIMENTO CEZÁRIO QUINTINO, CONFORME DEMANDA ENCAMINHADA PELO OUVIDOR DA SAÚDE – SEMUSA.",None,1052712.0,NÃO,NÃO,20.0
MACAE,FUNDO MUN SAÚDE MACAÉ,2023,3,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,299929,RGP PE F037/2023,PORTAL DA TRANSPARÊNCIA DO MUNICÍPIO DE MACAÉ,2023-03-08,2023-03-22,2023-02-16,"AQUISIÇÃO DE INSUMOS DE HOSPITALARES DO TIPO PAPEL GRAU CIRÚRGICO E PAPEL CREPADO, VISANDO ATENDER AS NECESSIDADES DA SECRETARIA MUNICIPAL DE SAÚDE.",None,1083489.28,NÃO,NÃO,
MACAE,FUNDO MUN SAÚDE MACAÉ,2023,3,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,301502,RGP PE F034/2023,PORTAL DA TRANSPARÊNCIA DO MUNICÍPIO DE MACAÉ,2023-03-03,2023-03-07,2023-02-15,"AQUISIÇÃO DE FILMES DE MAMOGRAFIA PARA USO EM IMPRESSORA A LASER CARESTREAM DRY VIEW 5950, VISANDO ATENDER AS NECESSIDADES DO CENTRO DE IMAGEM, VINCULADO À SECRETARIA MUNICIPAL ADJUNTA DE ATENÇÃO BÁSI",None,61590.36,NÃO,NÃO,
MACAE,FUNDO MUN SAÚDE MACAÉ,2023,3,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,301026,PE F032/2023,DOU,2023-03-08,2023-03-21,2023-02-14,"AQUISIÇÃO DE FRALDAS DESCARTÁVEIS DIVERSOS TAMANHOS, VISANDO ATENDER AS NECESSIDADES DA SECRETARIA MUNICIPAL DE SAÚDE - SEMUSA,",None,9615827.05,NÃO,NÃO,
MACAE,FUNDO MUN SAÚDE MACAÉ,2023,3,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,303279,PE F028/2023,DOU,2023-03-01,2023-03-10,2023-02-09,"AQUISIÇÃO DE MEDICAMENTOS E INSUMOS PADRONIZADOS NA REMUME MACAÉ 2018/2019, VISANDO ATENDER ÀS NECESSIDADES DA SECRETARIA MUNICIPAL DE SAÚDE.",None,8661694.8,NÃO,NÃO,
MACAE,FUNDO MUN SAÚDE MACAÉ,2023,3,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,300821,PE F028/2023,DOU,2023-03-01,2023-03-10,2023-02-09,"AQUISIÇÃO DE MEDICAMENTOS E INSUMOS PADRONIZADOS NA REMUME MACAÉ 2018/2019, VISANDO ATENDER ÀS NECESSIDADES DA SECRETARIA MUNICIPAL DE SAÚDE.",None,8661694.8,NÃO,NÃO,
MACAE,CAMARA MACAE,2023,2,PREGÃO PRESENCIAL,MENOR PREÇO GLOBAL,303966,PP 003/2023,DIÁRIO OFICIAL DO MUNICÍPIO (WWW.MACAE.RJ.GOV.BR),2023-02-24,2023-05-03,2023-02-09,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS DE IMPLANTAÇÃO E FUNCIONAMENTO DA TV CÂMARA PARA ATENDER AS NECESSIDADES DA CÂMARA MUNICIPAL DE MACAÉ, COM FORNECIMENTO DE EQUIPAMENTOS E",None,502249.8,NÃO,NÃO,
MACAE,PREFEITURA MACAE,2023,3,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,301020,PE 013/2023 SRP,DIÁRIO OFICIAL DA UNIÃO,2023-03-02,2023-01-08,2023-02-13,"AQUISIÇÃO DE MATERIAL DE HIGIENE (PAPEL HIGIÊNICO), PARA ATENDER AS NECESSIDADES DA SECRETARIA MUNICIPAL ADJUNTA DE EDUCAÇÃO BÁSICA DE MACAÉ – SEMAEB",None,539000.0,NÃO,NÃO,
MACAE,FUNDO MUN SAÚDE MACAÉ,2023,2,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,299148,PE F 030/2023,PORTAL DA TRANSPARÊNCIA DO MUNICÍPIO DE MACAÉ,2023-02-28,2023-03-09,2023-02-10,AQUISIÇÃO DE MEDICAMENTOS E INSUMOS FARMACÊUTICOS PADRONIZADOS NA REMUME MACAÉ 2018/2019 VISANDO ATENDER AS NECESSIDADES DA SECRETARIA MUNICIPAL DE SAÚDE – SEMUSA.,None,425624.4,NÃO,NÃO,
